capacity_kwh,soc0_pct,socT_pct,ambient_c,current_a,connector_temp_c,duration_min
85.3,44.9,81.1,9.9,9.0,32.6,720.0
33.0,70.9,83.8,6.3,20.5,35.5,80.7
55.8,22.2,88.6,37.7,31.1,57.8,414.6
59.9,11.9,80.9,9.6,13.6,47.8,720.0
57.0,10.2,80.4,4.3,8.0,39.3,720.0
44.9,9.5,85.1,28.0,25.9,49.6,427.7
58.8,31.1,92.4,36.6,22.7,66.0,577.7
26.2,38.1,94.6,13.3,10.3,19.6,570.9
50.1,70.7,82.6,28.5,17.5,57.5,139.6
92.5,27.9,82.5,13.9,26.7,33.5,614.6
37.3,6.5,83.5,13.0,12.0,37.2,665.2
92.6,73.5,92.9,25.9,12.4,46.2,673.2
70.0,18.1,89.3,17.8,17.4,48.6,720.0
82.1,34.7,98.5,21.2,24.2,58.2,720.0
85.6,22.9,92.4,-0.1,16.4,22.4,720.0
42.0,48.2,98.8,41.9,16.0,72.1,648.1
54.8,7.3,90.0,14.8,12.9,34.7,720.0
85.6,72.1,94.0,3.4,17.9,21.1,648.0
54.4,35.8,97.6,-2.3,27.6,22.9,544.4
24.5,56.8,95.5,3.3,31.6,29.3,139.3
67.5,14.9,87.3,18.5,14.1,21.1,720.0
55.6,37.3,96.2,7.7,25.4,47.7,480.5
49.4,52.1,99.9,35.3,28.3,61.4,360.2
62.5,5.6,90.9,23.3,23.2,48.3,720.0
99.0,36.5,83.4,24.4,25.8,43.0,585.7
57.3,17.4,94.8,12.5,7.3,41.0,720.0
87.1,74.6,98.8,30.4,22.6,48.3,484.8
86.9,42.5,80.6,35.7,13.5,52.4,677.9
80.4,65.2,87.6,3.9,11.0,31.4,692.5
58.8,45.9,81.3,18.8,29.7,43.7,212.1
50.2,79.0,99.4,-1.6,31.7,13.2,202.9
43.1,60.9,97.1,6.5,6.7,29.4,720.0
39.0,11.8,88.3,39.4,13.5,63.5,720.0
72.6,7.0,90.3,-3.4,26.1,9.4,720.0
42.6,17.5,88.2,-0.8,24.3,7.2,432.1
80.0,38.1,92.7,15.0,9.7,41.5,720.0
52.9,56.0,97.9,28.3,7.6,43.6,720.0
92.1,39.5,80.0,4.6,27.7,17.3,357.9
95.2,50.9,98.9,23.4,15.6,46.2,720.0
27.7,50.7,98.5,15.9,24.0,41.8,248.7
43.2,32.5,82.0,19.3,30.0,58.5,219.0
59.2,10.4,82.8,24.3,13.5,42.9,720.0
52.4,15.8,80.1,17.9,22.4,55.5,413.3
27.5,75.0,80.3,9.5,14.3,36.9,33.0
91.0,35.7,95.8,26.7,6.3,41.7,720.0
47.6,66.9,88.7,25.7,31.5,34.7,136.0
71.3,18.7,98.1,26.8,15.2,69.2,720.0
27.0,43.7,93.8,3.7,29.8,29.8,195.6
34.1,53.8,97.0,18.9,6.8,57.9,720.0
65.8,64.4,97.7,0.5,12.9,21.2,720.0
75.5,26.3,85.2,38.7,30.0,73.0,568.2
84.1,30.8,80.1,19.1,25.9,44.8,444.8
97.0,35.9,81.8,41.1,10.3,63.5,720.0
45.2,35.0,99.6,17.5,20.0,50.4,609.3
90.5,21.8,97.4,16.1,25.6,48.9,720.0
74.0,23.9,85.5,38.2,17.4,72.6,720.0
66.1,35.1,81.9,8.8,8.3,36.0,720.0
38.6,66.5,87.7,-5.0,27.0,19.9,149.5
77.4,46.3,90.2,37.7,26.9,63.4,488.9
29.7,49.8,96.9,28.7,30.3,50.4,182.7
71.2,53.1,83.5,0.8,25.4,26.7,323.2
80.1,78.5,89.5,16.6,27.9,41.7,201.2
50.9,36.4,99.0,18.3,23.4,39.3,574.2
77.3,30.2,86.5,21.9,21.1,53.9,685.0
48.5,41.6,93.2,16.3,20.2,39.5,489.8
98.8,41.5,98.6,19.0,12.0,43.2,720.0
68.8,62.9,86.9,32.7,9.2,57.2,678.9
57.4,22.3,84.7,0.1,6.7,35.6,720.0
61.3,38.1,81.2,35.3,8.9,63.3,720.0
94.0,77.6,91.7,26.1,17.1,48.7,465.3
92.3,16.7,83.1,40.3,31.0,68.7,576.2
65.5,53.2,83.1,-0.2,20.8,24.7,357.0
29.8,21.8,91.7,1.6,11.3,16.2,698.8
68.6,63.7,86.0,5.7,23.4,26.0,257.5
30.6,25.4,92.5,23.5,27.8,48.3,231.2
44.2,77.1,96.1,19.8,10.8,49.2,439.5
53.2,65.6,82.2,41.4,31.0,62.1,90.2
44.4,15.9,84.6,40.2,8.2,57.0,720.0
71.2,52.7,82.2,5.3,27.8,31.2,263.6
25.3,73.6,80.9,38.0,26.6,66.6,26.7
45.7,76.0,81.3,44.8,9.4,58.5,97.9
57.8,58.0,90.1,15.7,21.2,42.8,326.1
84.3,42.1,84.4,43.8,6.9,68.9,720.0
79.6,26.0,98.7,6.5,30.4,24.1,720.0
28.6,78.0,91.1,41.8,15.1,60.6,144.5
60.0,37.7,89.8,36.1,23.6,75.4,610.3
32.4,7.9,86.5,9.8,14.7,43.8,567.4
88.4,18.8,82.5,0.1,24.0,16.4,720.0
26.2,5.4,88.4,3.8,11.0,24.1,699.2
31.1,23.3,94.1,2.5,31.3,25.7,266.2
80.2,41.7,93.4,17.2,8.8,49.3,720.0
68.1,45.5,89.6,9.8,26.4,37.9,442.6
27.1,56.7,80.7,3.9,9.0,43.1,217.8
29.2,38.2,95.8,6.9,15.5,38.8,423.3
47.1,5.2,84.0,29.1,25.3,58.5,471.7
68.4,63.8,87.5,14.6,27.7,35.5,236.1
82.4,20.7,97.6,26.4,24.5,47.9,720.0
75.4,55.8,84.8,11.7,17.1,49.8,412.4
64.1,54.3,97.9,15.2,17.5,38.3,632.4
29.2,67.0,99.7,20.9,20.0,38.2,262.2
50.4,55.2,85.3,40.6,31.9,55.8,161.5
64.3,6.1,88.5,21.0,20.2,45.0,720.0
85.3,35.9,90.3,2.9,17.5,37.5,720.0
42.0,22.8,93.9,25.4,28.1,45.7,349.3
44.4,47.2,91.6,10.8,9.3,27.9,720.0
36.5,57.3,95.9,29.9,8.5,48.9,720.0
80.8,8.6,93.3,-4.2,24.3,33.8,720.0
43.3,26.4,82.2,31.2,13.4,57.2,538.7
66.9,20.3,81.4,10.4,17.0,42.5,701.8
76.7,43.9,97.1,37.6,23.4,55.0,675.5
55.4,42.4,81.3,21.2,26.5,34.8,247.2
86.7,78.5,86.2,20.5,23.0,53.1,163.9
73.3,62.7,89.9,2.0,12.8,30.2,720.0
37.3,26.5,80.0,21.2,27.3,60.3,205.0
78.4,44.3,82.3,7.4,6.0,30.2,720.0
47.1,35.4,94.9,28.8,24.9,54.5,422.4
99.5,31.0,85.3,28.6,24.3,52.6,720.0
59.0,51.0,92.0,37.4,9.2,67.9,720.0
61.0,45.9,92.9,24.2,9.9,50.5,720.0
37.5,31.3,94.4,36.7,27.0,57.7,331.1
36.4,68.0,85.2,27.0,21.4,41.8,114.7
39.4,30.8,87.4,40.9,17.4,74.9,516.4
87.8,54.0,84.2,24.1,12.0,50.9,720.0
28.9,53.5,88.9,6.0,9.6,32.5,428.5
91.8,52.4,83.7,27.6,19.4,62.1,502.9
49.3,57.2,80.2,26.0,23.5,66.5,134.0
26.2,41.0,80.9,36.7,21.7,59.0,152.7
98.5,28.5,98.4,41.7,8.6,54.1,720.0
54.1,54.6,87.5,20.5,31.2,52.8,190.2
24.4,49.7,91.2,27.7,8.9,65.5,416.2
66.7,62.8,86.6,16.6,22.9,46.7,291.9
83.3,12.3,92.8,41.3,13.7,73.5,720.0
68.2,43.8,81.4,6.2,6.6,32.2,720.0
42.8,17.5,82.4,43.5,27.9,79.5,375.1
51.1,51.1,84.1,2.5,25.8,26.1,249.5
68.6,17.7,99.7,24.8,6.2,54.8,720.0
91.3,28.7,82.8,-1.4,28.1,33.5,665.5
60.1,8.1,93.1,44.5,14.7,70.3,720.0
97.0,61.0,96.1,-0.2,18.9,28.6,720.0
85.8,58.0,92.7,43.0,12.2,71.1,720.0
87.8,44.3,94.0,-1.1,8.0,20.8,720.0
69.8,29.5,83.7,7.1,20.3,33.7,575.9
74.1,26.3,99.9,44.5,11.5,69.2,720.0
95.4,40.0,90.2,31.1,26.8,61.3,656.7
73.3,46.6,88.4,20.6,20.0,43.2,563.3
48.1,73.6,92.3,21.2,16.5,40.8,286.7
29.8,55.1,86.4,10.8,16.4,36.1,193.2
88.8,73.3,89.2,-2.4,28.0,31.0,323.1
61.5,5.1,87.3,-1.4,12.2,35.4,720.0
63.7,23.7,80.6,4.0,6.2,22.8,720.0
71.1,35.3,96.2,-0.4,6.2,21.0,720.0
91.0,7.3,89.7,22.0,24.8,52.8,720.0
76.2,16.8,95.6,3.4,15.0,17.0,720.0
99.2,19.5,80.5,22.3,25.7,47.9,669.1
40.9,48.0,98.8,11.9,13.7,36.0,658.2
42.5,11.6,92.3,16.6,24.7,54.8,420.2
90.2,21.4,92.6,5.5,23.0,37.9,720.0
28.5,53.8,84.5,-3.0,19.3,26.3,171.4
52.4,12.8,90.4,-3.9,12.6,15.3,720.0
42.1,54.1,88.7,14.7,20.7,37.8,262.3
85.7,70.2,85.5,29.7,10.2,53.7,510.7
46.5,78.8,80.3,15.0,26.0,39.7,9.3
31.1,59.3,92.7,16.2,6.9,50.6,587.5
73.6,19.2,90.9,2.2,17.9,20.8,720.0
39.8,28.8,99.3,39.9,9.5,49.3,720.0
46.7,41.0,90.9,39.0,8.5,78.9,720.0
79.7,37.2,81.2,-2.3,20.4,35.4,594.1
63.8,65.4,88.4,-0.0,24.7,24.3,279.2
33.6,38.5,86.1,30.7,29.2,51.4,192.7
55.7,50.3,94.1,11.5,9.0,45.4,720.0
43.2,13.2,86.6,8.1,15.1,25.4,682.1
97.6,20.7,89.0,22.5,18.8,46.5,720.0
74.1,72.3,88.7,31.8,23.0,53.2,238.7
97.0,36.1,90.3,12.6,9.8,46.1,720.0
93.9,58.1,81.2,42.8,24.1,64.4,261.5
39.4,11.5,89.1,-4.9,8.0,18.8,720.0
56.5,39.5,92.3,24.5,10.8,43.8,720.0
68.6,14.4,80.4,9.3,21.9,47.5,611.9
90.0,74.7,91.3,21.0,9.0,49.8,720.0
71.0,64.8,89.6,31.0,29.8,63.3,247.5
25.1,35.2,93.1,26.0,8.9,47.9,581.7
86.2,38.1,94.0,44.7,24.3,72.3,720.0
73.6,63.9,89.2,9.9,22.3,46.8,327.7
78.5,57.1,84.0,31.4,20.3,42.4,390.9
84.0,70.2,90.5,-0.9,22.3,19.1,402.3
60.4,69.9,82.4,-4.9,24.9,5.0,122.6
87.6,7.6,88.0,30.9,31.0,51.5,720.0
36.8,54.6,93.3,-3.0,19.8,22.9,353.0
50.8,53.9,96.7,15.9,17.4,39.4,564.8
91.7,11.1,96.7,35.1,13.8,67.2,720.0
43.2,32.2,81.0,29.3,20.0,60.3,311.5
82.0,32.8,94.7,36.4,14.9,59.9,720.0
43.1,62.9,90.6,43.1,17.6,62.8,276.6
58.8,50.6,85.2,15.1,31.9,44.4,214.8
83.2,43.6,94.8,33.1,28.4,53.1,530.7
61.4,20.6,94.8,1.0,32.0,29.7,546.0
84.4,29.1,86.2,-2.4,25.0,21.6,720.0
45.2,6.5,91.4,38.1,7.3,72.9,720.0
61.5,68.8,96.0,14.1,22.7,44.4,371.1
66.5,74.4,91.6,17.7,14.4,55.5,432.3
72.3,49.0,97.8,40.7,28.3,65.3,509.1
92.7,25.4,84.4,39.4,22.9,75.9,720.0
49.3,9.5,85.0,23.4,9.6,41.7,720.0
88.9,7.6,83.0,30.7,21.5,57.2,720.0
69.8,26.4,82.0,33.8,24.3,72.8,585.3
76.5,56.9,83.5,16.8,29.4,42.7,220.3
25.9,45.4,91.3,3.0,8.1,31.3,557.0
98.5,77.0,98.8,36.9,28.0,54.0,457.9
28.8,51.3,93.8,32.6,22.6,52.8,208.5
79.8,35.4,91.6,43.7,13.3,66.2,720.0
90.8,61.5,87.8,23.9,24.3,57.8,369.6
55.4,78.5,91.0,18.6,25.1,46.7,155.0
96.8,47.9,93.7,10.9,16.7,36.0,720.0
83.8,21.4,84.5,37.4,8.2,58.6,720.0
48.3,41.2,87.7,13.7,15.1,42.3,516.1
28.0,42.6,82.7,13.4,22.7,35.1,158.6
33.2,53.1,92.7,8.0,7.6,26.7,720.0
99.2,27.2,99.9,7.7,16.6,25.7,720.0
41.3,14.9,92.0,16.1,16.2,44.3,649.7
55.7,35.9,81.0,29.0,31.8,62.4,243.5
84.2,59.9,94.8,9.1,8.5,38.9,720.0
85.2,48.8,93.3,25.5,20.0,54.3,720.0
66.4,5.7,95.8,2.9,17.6,30.9,720.0
53.8,79.9,98.0,40.8,24.7,71.6,264.3
80.0,31.4,92.6,-2.8,6.8,20.8,720.0
93.7,33.1,93.6,21.1,28.4,32.2,700.7
35.5,60.1,86.0,32.0,30.7,61.4,113.7
53.6,66.6,89.3,22.5,22.2,33.3,218.3
52.9,24.8,87.1,-0.8,7.9,20.8,720.0
49.7,73.4,87.0,18.8,28.1,51.7,122.5
48.2,10.7,81.6,14.4,13.6,32.1,719.3
76.7,36.3,90.7,11.0,29.9,35.2,492.1
39.0,53.7,81.1,18.1,28.4,40.4,116.3
72.6,73.0,85.4,27.2,27.1,50.4,142.4
80.2,71.6,80.5,26.8,26.0,47.6,80.1
66.3,74.2,93.6,4.7,31.6,23.0,233.9
84.5,42.0,98.7,4.5,11.9,31.5,720.0
80.1,22.2,87.7,20.3,19.7,44.1,720.0
78.4,39.8,90.3,15.8,19.8,30.8,720.0
59.7,77.5,85.3,11.9,13.8,35.4,192.8
86.0,32.4,99.0,28.1,6.2,53.9,720.0
39.9,20.6,99.3,16.1,19.4,52.1,585.4
53.6,18.7,82.6,22.3,24.8,43.7,447.9
48.0,10.7,88.0,36.5,28.7,63.6,466.8
64.6,15.3,91.9,11.3,21.2,40.4,720.0
39.2,73.6,89.1,38.0,29.0,62.4,105.1
76.6,50.9,83.4,1.4,30.0,29.6,314.9
41.1,8.5,99.3,-4.8,31.1,5.0,585.8
62.4,51.6,92.8,9.6,8.3,47.7,720.0
29.1,24.6,99.2,16.9,18.1,30.2,440.5
42.4,22.6,96.2,26.9,21.0,48.9,510.0
85.1,60.9,92.6,-2.4,13.3,22.5,720.0
83.6,49.7,85.6,40.7,7.2,59.8,720.0
72.5,6.0,94.0,16.5,19.4,39.3,720.0
81.1,47.9,90.0,25.3,20.2,50.0,663.1
66.2,72.0,85.2,17.6,18.2,48.6,191.3
87.0,62.7,96.5,13.5,24.8,38.9,557.5
24.3,49.8,90.3,39.3,26.2,64.8,137.6
34.2,47.4,84.1,12.6,9.3,32.1,432.0
57.5,5.5,80.0,35.7,19.9,64.4,625.9
74.8,34.0,86.3,32.6,27.1,37.9,463.9
29.6,27.4,95.6,29.3,28.8,55.3,259.0
81.9,60.0,83.6,36.5,17.2,61.7,391.6
24.1,29.2,95.3,14.9,29.1,55.5,199.5
30.3,34.9,85.4,19.3,27.4,41.6,196.6
33.1,21.3,97.6,39.1,17.3,58.7,526.7
78.2,50.1,82.2,33.6,15.7,51.1,504.8
91.0,11.8,93.3,31.4,24.5,51.2,720.0
83.8,79.6,84.0,36.6,13.5,60.7,171.4
51.4,17.2,80.1,9.3,31.3,38.0,312.5
64.9,55.6,99.8,2.7,16.0,18.9,720.0
59.3,51.7,92.7,39.2,28.9,66.4,318.2
51.8,45.8,81.7,11.9,13.2,27.6,451.8
39.9,13.5,90.6,8.0,19.2,26.7,551.2
31.1,9.7,82.0,36.3,24.2,70.7,320.7
86.6,39.4,98.1,29.9,17.3,62.1,720.0
73.7,48.2,82.1,18.5,20.2,38.6,371.6
73.4,55.3,98.1,34.5,18.1,63.3,720.0
52.5,73.0,98.1,33.4,10.3,55.2,646.6
66.6,67.8,85.5,12.5,18.3,38.7,263.6
68.4,19.1,99.9,-3.2,31.1,25.9,720.0
90.8,60.4,80.3,7.3,16.0,39.1,354.6
30.4,70.6,87.3,41.3,28.1,70.7,85.7
40.9,74.8,99.3,14.1,22.0,36.3,235.8
30.0,12.9,80.6,31.9,25.6,46.0,235.3
86.8,68.2,95.4,26.1,19.2,56.8,634.9
43.4,27.5,93.1,4.8,15.1,36.0,719.1
99.6,56.7,86.5,32.7,18.8,59.6,572.5
32.8,49.9,96.9,42.0,15.2,57.2,433.8
89.5,20.2,94.6,18.0,11.2,50.9,720.0
41.2,17.1,85.7,1.2,26.7,35.1,377.2
91.9,18.2,92.6,15.8,7.6,46.3,720.0
51.8,48.2,94.3,13.6,11.6,38.5,720.0
58.9,56.7,89.0,23.4,23.1,54.2,325.9
46.4,28.6,97.2,42.7,25.8,58.0,477.1
62.8,73.1,84.5,-4.6,7.7,40.4,497.2
77.6,55.2,80.6,13.6,26.2,45.2,229.1
48.8,8.6,90.5,39.2,9.2,59.0,720.0
37.5,45.6,96.4,6.7,28.6,30.4,280.3
93.3,24.5,86.1,12.1,8.1,43.4,720.0
37.2,16.5,97.4,-0.3,10.6,38.4,720.0
84.0,33.9,84.7,25.0,28.3,64.0,475.0
56.3,31.3,84.1,38.8,9.5,63.2,720.0
61.0,20.3,93.0,-2.8,30.7,30.6,612.4
34.9,42.2,87.6,8.8,25.8,44.5,246.3
42.6,19.5,94.5,3.9,22.7,35.3,562.3
98.8,58.7,95.8,17.2,15.4,45.2,720.0
93.7,41.5,92.7,44.6,8.6,73.2,720.0
64.2,43.0,81.3,3.7,18.5,32.3,424.2
36.2,52.7,88.1,29.2,31.4,47.5,138.7
32.3,20.7,97.9,3.4,26.2,30.9,365.2
49.1,65.6,80.4,0.0,19.2,29.2,117.6
28.6,30.6,99.4,0.5,31.2,16.0,286.1
91.0,43.5,89.0,44.6,11.7,81.0,720.0
59.2,66.8,80.4,40.1,12.8,61.8,208.0
84.5,20.1,98.2,5.4,12.4,34.9,720.0
83.6,67.0,86.7,25.2,16.0,51.3,448.6
64.7,33.0,95.9,24.3,26.4,55.1,530.9
29.4,67.1,83.4,29.3,21.8,45.8,74.0
79.6,16.3,88.8,22.9,10.5,40.9,720.0
41.5,32.4,96.2,44.8,22.4,70.2,540.7
43.7,57.8,99.8,22.6,31.8,47.9,234.9
25.3,19.6,97.9,-1.6,7.6,34.2,720.0
48.0,44.0,93.5,18.9,6.8,35.3,720.0
32.7,8.0,96.4,36.4,25.2,52.8,377.0
31.6,51.8,92.4,3.7,24.1,34.5,224.6
93.1,46.7,86.0,15.4,20.1,50.4,637.4
86.3,74.1,96.9,-4.2,31.8,25.0,413.7
90.5,58.6,81.5,7.9,10.6,30.5,685.4
73.3,10.0,97.5,34.4,12.1,66.0,720.0
30.3,26.0,92.8,9.7,22.1,27.2,371.2
43.7,7.2,88.5,40.1,19.9,57.2,564.7
73.0,18.0,98.0,7.0,25.2,26.0,720.0
30.9,8.0,93.9,41.9,12.5,69.7,720.0
35.2,70.9,96.6,-3.9,31.5,5.1,156.6
68.8,62.0,84.6,-3.2,21.6,15.8,327.6
62.8,44.1,82.8,25.2,11.7,44.1,696.1
36.5,61.4,91.8,13.9,21.5,45.0,230.4
80.5,28.5,99.1,11.0,24.7,41.6,720.0
49.9,18.7,95.9,36.1,10.4,60.0,720.0
77.6,25.7,94.6,43.0,9.0,63.4,720.0
66.9,32.0,84.3,22.0,12.9,49.6,720.0
64.9,35.9,83.1,25.5,6.2,57.5,720.0
56.8,41.1,90.4,21.0,25.3,46.9,418.3
70.5,14.3,90.2,-0.9,27.1,13.7,720.0
50.6,61.3,83.8,24.0,6.2,36.7,613.6
79.7,73.3,88.9,0.2,6.8,10.6,720.0
81.8,16.5,86.7,9.3,10.7,29.7,720.0
56.9,21.0,89.1,31.1,25.4,67.4,554.0
70.5,79.0,81.1,41.1,7.3,78.1,125.1
99.0,34.2,83.1,37.8,29.8,67.9,555.6
57.0,75.7,98.7,29.8,30.7,58.9,261.6
91.9,21.7,90.4,20.3,10.9,36.5,720.0
49.6,10.2,88.6,31.2,30.9,76.7,521.1
59.3,62.8,91.9,14.0,26.0,39.8,327.8
70.8,23.2,92.7,40.5,27.2,61.6,619.3
62.8,28.1,85.3,13.8,11.0,50.8,720.0
46.8,37.5,86.7,42.0,21.0,70.6,431.3
95.5,16.4,95.7,37.5,19.4,59.0,720.0
96.4,51.6,83.4,42.7,25.7,55.2,368.2
87.7,9.1,83.3,40.4,16.1,70.2,720.0
85.4,18.3,82.3,-4.5,24.0,28.8,720.0
76.0,11.7,97.2,20.0,18.5,35.1,720.0
67.7,43.8,82.6,8.6,11.7,23.3,720.0
28.4,62.2,85.1,15.4,24.1,39.5,96.5
99.4,17.8,90.7,-3.9,16.8,18.8,720.0
24.1,28.5,80.3,35.2,24.5,71.1,163.9
61.5,47.9,89.6,40.0,31.5,62.9,296.3
41.0,38.5,88.0,10.3,16.7,21.1,440.9
86.7,36.3,95.1,6.6,22.6,32.1,720.0
84.8,7.6,97.5,18.0,21.1,45.8,720.0
45.3,32.4,98.9,22.6,15.6,50.0,712.9
60.0,24.5,98.5,0.6,28.7,24.5,644.6
63.1,20.3,83.5,-4.1,8.2,22.7,720.0
48.2,27.1,85.2,23.4,12.9,38.5,658.1
42.5,11.7,87.3,28.9,8.1,46.5,720.0
98.2,61.9,81.2,24.2,13.8,60.7,468.6
99.3,61.0,94.4,27.2,29.5,51.1,476.6
51.7,76.6,89.5,9.9,12.9,36.1,278.6
54.3,60.1,90.6,13.1,11.2,34.9,579.2
43.0,27.5,82.6,43.7,17.0,61.4,438.0
37.0,40.5,96.2,42.3,7.8,55.8,720.0
83.6,75.1,95.9,10.9,11.7,24.6,720.0
30.4,69.4,94.8,-3.6,10.1,17.3,437.3
81.1,45.3,99.4,37.7,28.1,67.6,720.0
45.7,72.7,96.7,7.6,15.5,17.5,402.6
73.0,46.6,85.8,23.2,19.6,55.0,510.6
63.2,55.6,97.8,29.4,23.0,55.0,558.8
26.7,16.4,85.4,2.7,21.6,31.2,273.8
30.6,9.2,84.1,15.8,26.6,39.8,275.9
55.3,33.0,90.0,35.7,11.8,66.9,720.0
69.7,51.3,90.8,2.7,20.5,25.2,559.6
76.4,43.6,85.5,7.2,26.7,34.4,405.4
31.5,62.2,83.5,17.5,27.0,50.9,86.3
66.9,73.7,86.5,-2.6,16.4,36.2,278.5
93.1,58.3,97.6,4.1,8.3,25.8,720.0
24.6,79.9,99.8,5.4,19.5,32.2,180.6
70.7,55.3,97.2,-0.4,27.1,29.8,553.6
71.9,73.6,88.6,1.8,25.2,29.6,225.4
89.6,54.6,82.3,32.9,30.5,70.6,302.8
63.0,77.2,96.4,7.5,25.7,34.6,290.2
65.1,6.4,97.3,22.1,18.7,49.7,720.0
64.6,17.2,91.1,31.0,16.5,46.0,720.0
99.2,22.6,82.6,4.7,25.1,34.4,720.0
28.1,20.5,94.4,23.0,10.9,47.5,720.0
95.5,30.7,91.2,-0.1,15.1,21.4,720.0
36.5,20.9,88.1,40.4,15.2,69.2,622.4
24.8,40.7,82.5,2.9,8.1,28.9,439.0
53.0,29.1,91.9,44.8,22.3,62.6,479.6
87.7,60.8,92.3,30.2,25.7,60.7,434.9
46.0,63.2,86.5,13.0,26.8,29.5,159.1
52.2,25.4,83.2,31.3,6.3,50.6,720.0
28.7,79.7,86.0,43.6,11.9,84.4,145.0
56.5,60.8,91.7,36.4,12.9,63.7,623.5
86.0,54.9,94.3,-0.7,7.7,24.6,720.0
72.7,67.2,90.1,27.3,27.8,53.5,264.7
51.4,74.7,82.8,20.6,31.0,43.5,53.5
71.2,56.8,89.4,29.2,23.0,58.6,409.0
56.5,70.6,87.8,4.1,27.8,27.8,166.4
78.8,62.4,92.8,31.5,8.1,59.4,720.0
62.0,50.6,98.1,31.5,31.7,64.8,400.4
45.8,12.3,96.6,29.2,31.5,51.8,396.1
52.1,6.3,83.6,21.6,28.5,54.0,420.7
34.6,19.9,90.5,34.1,6.2,59.8,720.0
43.3,35.4,82.7,44.9,6.9,65.7,720.0
62.7,33.6,83.1,32.2,29.7,73.7,395.2
38.3,74.6,80.4,34.3,17.9,53.5,37.6
93.0,32.1,88.1,7.8,11.5,19.1,720.0
96.1,8.2,81.7,-2.0,30.4,27.7,720.0
27.3,13.7,85.2,43.2,14.2,75.4,482.5
40.7,72.0,80.0,6.8,20.7,36.1,49.7
81.9,77.2,90.3,-1.4,11.2,18.3,617.8
85.6,32.3,94.7,41.1,20.2,61.0,720.0
65.3,42.8,96.3,-1.3,7.0,17.8,720.0
83.5,31.8,95.8,24.9,28.7,58.5,720.0
39.0,15.3,93.3,-3.2,22.4,16.0,513.4
99.6,22.8,81.0,15.1,16.6,39.0,720.0
87.0,24.0,83.1,36.9,31.3,70.7,557.7
46.6,5.6,90.7,-4.7,11.6,15.3,720.0
95.1,63.7,94.0,24.5,9.4,60.8,720.0
59.3,24.9,95.2,13.6,17.3,39.5,720.0
65.5,19.4,85.6,1.5,22.1,32.8,707.4
26.8,15.7,86.5,37.0,7.1,58.8,720.0
32.1,71.9,93.3,10.5,11.0,39.0,321.7
27.3,11.0,80.5,26.1,31.6,51.5,169.5
31.9,20.1,96.4,7.7,23.2,38.3,410.3
85.0,34.2,81.3,8.6,16.5,30.4,720.0
34.1,53.8,91.2,29.1,30.2,56.0,144.5
95.0,64.3,98.5,-0.3,23.2,26.5,720.0
93.7,18.8,83.9,34.3,9.0,42.4,720.0
39.7,40.5,85.7,35.0,8.8,53.1,711.2
66.8,17.8,96.3,37.6,16.5,50.8,720.0
43.8,55.8,83.8,26.4,23.5,49.6,166.7
85.5,73.0,90.0,8.6,11.9,38.0,677.8
24.4,8.9,95.7,42.8,8.6,72.6,720.0
76.1,62.9,84.5,11.6,7.2,51.9,720.0
77.0,8.3,95.5,32.9,11.5,55.7,720.0
93.9,49.7,83.6,34.8,29.1,59.6,401.5
55.5,46.2,87.3,30.2,8.3,64.8,720.0
29.0,59.6,87.3,12.8,13.8,33.1,220.1
45.2,48.1,83.7,38.7,27.1,49.5,200.8
37.5,9.3,98.8,16.7,11.1,37.9,720.0
53.4,50.3,98.6,-0.2,29.7,32.3,406.2
97.0,62.0,83.7,42.0,12.0,68.5,671.1
73.6,10.2,83.7,10.0,22.4,55.8,720.0
40.9,20.0,93.2,15.5,26.9,48.4,405.9
68.8,56.2,97.0,21.6,28.8,58.1,407.7
33.1,42.5,99.1,2.3,20.6,19.5,423.1
28.6,76.6,90.5,7.3,19.4,23.2,117.0
44.6,43.6,81.4,6.8,11.9,24.1,464.7
34.6,25.0,90.2,33.5,17.2,58.7,440.2
81.4,59.4,85.1,6.8,18.3,27.9,456.3
67.8,33.6,91.7,43.2,28.3,78.0,603.3
98.1,79.9,99.7,38.1,14.3,67.4,720.0
78.6,11.1,84.2,22.0,7.1,32.3,720.0
74.5,32.7,96.4,8.1,27.9,16.2,682.3
39.2,12.4,80.3,1.5,21.8,31.9,363.8
42.3,29.6,96.5,4.0,10.9,40.3,720.0
38.7,9.1,96.7,16.8,8.5,46.3,720.0
61.5,61.5,88.8,13.3,27.6,36.8,238.1
93.6,61.9,90.6,14.6,14.6,38.1,720.0
72.5,76.0,83.5,7.4,15.5,40.7,164.0
31.3,54.4,97.4,2.5,19.9,33.5,304.7
43.0,43.1,82.7,9.1,23.0,31.1,241.7
49.2,75.6,87.8,40.4,25.7,77.2,146.7
38.3,67.7,99.6,11.1,20.3,34.3,329.7
80.1,39.7,86.3,18.6,13.5,45.0,720.0
84.1,39.1,84.3,22.3,12.2,42.7,720.0
98.9,65.2,90.6,5.9,25.7,33.8,446.9
33.7,7.4,95.2,40.2,18.6,76.9,720.0
71.4,79.1,90.5,16.5,15.2,48.6,338.2
68.2,35.2,98.6,37.8,25.5,60.7,646.3
47.3,27.1,95.6,14.9,7.5,45.5,720.0
59.3,26.5,98.6,13.2,6.5,29.5,720.0
74.3,68.3,87.9,42.2,7.9,60.2,720.0
89.6,22.2,96.3,5.2,18.5,44.6,720.0
